장소명,카테고리,전화번호,주소,거리(m),카카오지도_URL,위도,경도,대표메뉴1,가격1,대표메뉴2,가격2,대표메뉴3,가격3,비고
가득피자 금정점,음식점 > 양식 > 피자,0502-5551-8712,부산 금정구 부산대학로 29,428,http://place.map.kakao.com/1546419421,35.23086853240875,129.08792344686003,,,,,,,
가또로스코,음식점 > 양식,,부산 금정구 부산대학로64번길 40,147,http://place.map.kakao.com/618231181,35.23320807606595,129.08488288119506,,,,,,,
까르보네 부산대점,음식점 > 양식,051-515-9414,부산 금정구 장전온천천로 51,571,http://place.map.kakao.com/255739311,35.2295791762579,129.08885247759,,,,,,,
밤비나,음식점 > 양식 > 이탈리안,,부산 금정구 부산대학로49번길 32-1,310,http://place.map.kakao.com/9071070,35.2299443906794,129.085233163867,,,,,,,
앤젤로,음식점 > 양식 > 이탈리안,051-503-2815,부산 금정구 장전로20번길 29-1,459,http://place.map.kakao.com/621422477,35.2294182244199,129.087108704928,,,,,,,
애매모호,음식점 > 양식,,부산 금정구 장전로18번길 13,534,http://place.map.kakao.com/546634874,35.228585317622084,129.08717522573656,,,,,,,
소다미김밥,음식점 > 분식,051-518-7518,부산 금정구 금강로 271-4,147,http://place.map.kakao.com/23715293,35.2325038839245,129.085219608374,,,,,,,
마산분식,음식점 > 분식,,부산 금정구 수림로85번길 47,595,http://place.map.kakao.com/21429886,35.23775197509623,129.08324290325487,,,,,,,
강다짐 부산대점,음식점 > 분식 > 강다짐,070-7607-0986,부산 금정구 부산대학로64번길 6,96,http://place.map.kakao.com/85063551,35.23182591644757,129.08440049759218,,,,,,,
두끼떡볶이 부산대점,음식점 > 분식 > 떡볶이 > 두끼떡볶이,051-515-8123,부산 금정구 금정로 70,325,http://place.map.kakao.com/1948337043,35.2308573244159,129.08664036779,,,,,,,
온김밥,음식점 > 분식,051-518-1777,부산 금정구 금정로119번길 15,428,http://place.map.kakao.com/1159547304,35.23530354442226,129.08669496549496,,,,,,,
오뚜기분식,음식점 > 분식,051-513-5640,부산 금정구 금강로321번길 57,497,http://place.map.kakao.com/21430196,35.236875297861836,129.08339182199416,,,,,,,
신전떡볶이 부산대학점,음식점 > 분식 > 떡볶이 > 신전떡볶이,051-517-3451,부산 금정구 금강로 272-1,172,http://place.map.kakao.com/12130668,35.232362277418,129.085488361958,,,,,,,
싸다김밥 부산대점,음식점 > 분식 > 싸다김밥,051-516-2919,부산 금정구 금정로68번길 2,337,http://place.map.kakao.com/116416948,35.230631463444595,129.0866214027725,,,,,,,
진경순부대꼬마김밥,음식점 > 분식,051-583-9330,부산 금정구 장전온천천로 57,559,http://place.map.kakao.com/10467381,35.22998936889424,129.08899918124183,,,,,,,
부산대순저씨,음식점 > 분식,,부산 금정구 부산대학로64번길 36,135,http://place.map.kakao.com/281691355,35.23315519223464,129.08476181149842,,,,,,,
우리그리,음식점 > 분식,,부산 금정구 금강로321번길 60,514,http://place.map.kakao.com/21429088,35.2370189531575,129.083213168454,,,,,,,
애플꼬마김밥 부산대점,음식점 > 분식 > 애플꼬마김밥,010-8526-8899,부산 금정구 부산대학로63번길 7,138,http://place.map.kakao.com/371369526,35.23127938274358,129.0842689954489,,,,,,,
분잉,음식점 > 분식,051-517-3355,부산 금정구 장전로 33,452,http://place.map.kakao.com/1543120747,35.22855352968463,129.0852557689115,,,,,,,
삼첩분식 부산대점,음식점 > 분식 > 삼첩분식,051-938-3806,부산 금정구 금강로 285,216,http://place.map.kakao.com/261650515,35.2335276207705,129.085531379551,,,,,,,
청년다방 nc백화점부산대점,음식점 > 분식 > 떡볶이 > 청년다방,051-515-8424,부산 금정구 부산대학로63번길 2,26,http://place.map.kakao.com/604514540,35.23224315372529,129.0838246824128,,,,,,,
달걀김밥 에그랩,음식점 > 분식,070-8883-8888,부산 금정구 금강로321번길 72,522,http://place.map.kakao.com/970271810,35.23702464991446,129.08251585241416,,,,,,,
장호덕손만두 부산대점,음식점 > 분식 > 장호덕손만두,051-583-0926,부산 금정구 금정로 59-8,321,http://place.map.kakao.com/1419079783,35.2301610105786,129.085840561826,,,,,,,
부대쌀떡볶이,음식점 > 분식 > 떡볶이,070-7372-7374,부산 금정구 장전동 403-23,122,http://place.map.kakao.com/1104040872,35.2313799850748,129.08413098869124,,,,,,,
북문분식,음식점 > 분식,070-8657-3299,부산 금정구 금강로279번길 62,238,http://place.map.kakao.com/1901843,35.2345335997288,129.083840447274,,,,,,,
김피라 부산대점,음식점 > 분식,,부산 금정구 부산대학로63번길 2,242,http://place.map.kakao.com/1536453125,35.2340327991422,129.081837470147,,,,,,,
북맛골우동집 부산대점,음식점 > 분식,,부산 금정구 금강로321번길 62,515,http://place.map.kakao.com/1030896762,35.2370213727933,129.083072639647,,,,,,,
빨봉분식 부산대역점,음식점 > 분식,051-515-8079,부산 금정구 금정로60번길 39,545,http://place.map.kakao.com/22138003,35.22948560702221,129.08842614921215,,,,,,,
김미김밥,음식점 > 분식,051-581-0229,부산 금정구 금강로 274,176,http://place.map.kakao.com/554998722,35.23249224275254,129.0855290318387,,,,,,,
배떡 부산대점,음식점 > 분식 > 떡볶이 > 배떡,051-514-7272,부산 금정구 부산대학로49번길 42,361,http://place.map.kakao.com/1405019779,35.229475663991884,129.08534526914485,,,,,,,
달인아빠김밥떡볶이 부산대점,음식점 > 분식,051-513-1229,부산 금정구 금정로68번길 41,514,http://place.map.kakao.com/1505934842,35.23043399433173,129.08871734422564,,,,,,,
복이네즉석떡볶이,음식점 > 분식 > 떡볶이,,부산 금정구 중앙대로1629번길 16,591,http://place.map.kakao.com/1751396980,35.230608604191275,129.08972125340358,,,,,,,
어묵킹,음식점 > 분식,,부산 금정구 금정로60번길 20,457,http://place.map.kakao.com/771799509,35.2295865641549,129.08727556091,,,,,,,
정다운김밥&떡볶이,음식점 > 분식,,부산 금정구 금정로68번길 12-12,409,http://place.map.kakao.com/787605434,35.2301881297814,129.087194327085,,,,,,,
땅스떡볶이 장전점,음식점 > 분식 > 떡볶이 > 땅스떡볶이,051-515-8599,부산 금정구 금정로 20,548,http://place.map.kakao.com/1162580271,35.22800117274266,129.0863508552606,,,,,,,
빨봉분식 부산대점,음식점 > 분식,051-515-8079,부산 금정구 금정로60번길 39,545,http://place.map.kakao.com/1546282303,35.229503432519,129.088437588824,,,,,,,
뉴숯불통닭 본점,음식점 > 치킨,051-514-3885,부산 금정구 금강로335번길 55,595,http://place.map.kakao.com/8860320,35.23775776866604,129.0834297751688,,,,,,,
아웃닭 부산대점,음식점 > 치킨,051-512-4375,부산 금정구 부산대학로50번길 28,249,http://place.map.kakao.com/18274881,35.232556791608005,129.0863324464279,,,,,,,
기영이숯불두마리치킨 부산대점,음식점 > 치킨 > 기영이숯불두마리치킨,051-515-5578,부산 금정구 금강로279번길 70,279,http://place.map.kakao.com/68269174,35.2348969786255,129.083984839865,,,,,,,
DK치킨 부산대점,음식점 > 치킨 > DK치킨,051-517-3344,부산 금정구 부산대학로63번길 38,260,http://place.map.kakao.com/16347208,35.23006099143152,129.0839050447465,,,,,,,
BBQ 부산대북문점,음식점 > 치킨 > BBQ,051-582-9290,부산 금정구 수림로71번길 56,556,http://place.map.kakao.com/1046136101,35.23734974510338,129.08456932908751,,,,,,,
굽네치킨 부산장전점,음식점 > 치킨 > 굽네치킨,051-512-9953,부산 금정구 금정로 87,277,http://place.map.kakao.com/10223325,35.23240902088127,129.08664497234068,,,,,,,
남썬치킨 부산대점,음식점 > 치킨,051-515-8592,부산 금정구 부산대학로38번길 23,336,http://place.map.kakao.com/1540363072,35.2322447213316,129.087288760042,,,,,,,
BHC치킨 부산대점,음식점 > 치킨 > BHC치킨,051-515-9282,부산 금정구 금강로 230,422,http://place.map.kakao.com/12711424,35.22864550897251,129.0843630484617,,,,,,,
부어치킨 부산대점,음식점 > 치킨 > 부어치킨,051-583-9959,부산 금정구 금강로 268,174,http://place.map.kakao.com/1852114332,35.231844864456,129.08539274242656,,,,,,,
교촌치킨 부산대점,음식점 > 치킨 > 교촌치킨,051-582-8588,부산 금정구 금강로 270,171,http://place.map.kakao.com/8706868,35.2320746429054,129.085445852025,,,,,,,
문진옥숯불바베큐치킨 부산대점,음식점 > 치킨,051-583-2700,부산 금정구 장전로 54-1,305,http://place.map.kakao.com/1096686249,35.229660312345494,129.08325780080403,,,,,,,
노랑통닭 부산대점,음식점 > 치킨 > 노랑통닭,051-969-9292,부산 금정구 금정로91번길 19,211,http://place.map.kakao.com/810029679,35.23287693079252,129.08584860450065,,,,,,,
쌀통닭 장전점,음식점 > 치킨 > 쌀통닭,051-583-5235,부산 금정구 금강로 301,352,http://place.map.kakao.com/1250699406,35.2349355900971,129.085927686357,,,,,,,
BBQ 부산대학교점,음식점 > 치킨 > BBQ,051-518-9280,부산 금정구 금정로91번길 22,214,http://place.map.kakao.com/1947423004,35.23309959395905,129.08579170284114,,,,,,,
처갓집양념치킨 장전점,음식점 > 치킨 > 처갓집양념치킨,051-583-6262,부산 금정구 금강로321번길 40,519,http://place.map.kakao.com/26873270,35.237043745822064,129.08433743004298,,,,,,,
뉴숯불통닭 딜리버리점,음식점 > 치킨,,부산 금정구 금강로335번길 55,594,http://place.map.kakao.com/174499886,35.237754316869015,129.08342089985166,,,,,,,
로꼬꼬,음식점 > 치킨,051-516-6662,부산 금정구 부산대학로38번길 9,336,http://place.map.kakao.com/664273152,35.23167690614376,129.0871896412001,,,,,,,
충만치킨 부산대점,음식점 > 치킨 > 충만치킨,051-583-9990,부산 금정구 금정로60번길 6,402,http://place.map.kakao.com/553076932,35.2297899280541,129.08666574258,,,,,,,
사직홀닭,음식점 > 치킨,,부산 금정구 금강로 255,197,http://place.map.kakao.com/1869099032,35.2309257825396,129.084812383725,,,,,,,
김종구식맛치킨 장전점,음식점 > 치킨,051-582-9998,부산 금정구 금강로 209-1,573,http://place.map.kakao.com/820268665,35.2272647219686,129.082911000005,,,,,,,
BBQ 부산장전점,음식점 > 치킨 > BBQ,051-557-9292,부산 금정구 금강로 225,507,http://place.map.kakao.com/24440086,35.2283932918261,129.080901505515,,,,,,,
멕시카나치킨 장전점,음식점 > 치킨 > 멕시카나치킨,051-583-0209,부산 금정구 부산대학로38번길 35,344,http://place.map.kakao.com/11249484,35.232795108496,129.087353386327,,,,,,,
치킨신드롬 부산대점,음식점 > 치킨 > 치킨신드롬,051-581-7080,부산 금정구 장전로 22-1,526,http://place.map.kakao.com/1777226180,35.2282760940878,129.086451246955,,,,,,,
꾼닭꾼덕 부산대점,음식점 > 치킨,051-582-9952,부산 금정구 금정로 57,372,http://place.map.kakao.com/1243640785,35.22970859507706,129.08605192537848,,,,,,,
무봤나촌닭 부산대점,음식점 > 치킨 > 무봤나촌닭,051-582-7483,부산 금정구 장전로12번길 56,523,http://place.map.kakao.com/11988687,35.2300951980132,129.088610911067,,,,,,,
뭄바이,음식점 > 아시아음식 > 인도음식,051-991-1417,부산 금정구 금강로 271-6,132,http://place.map.kakao.com/63042420,35.2325069110201,129.085043957321,,,,,,,
우리집중국전통가정요리,음식점 > 중식,010-4367-1018,부산 금정구 금강로321번길 60,518,http://place.map.kakao.com/1654591498,35.2370618489139,129.083234036306,,,,,,,
정진영 요리술집(정진영펍),"음식점 > 술집 > 호프,요리주점",0503-7152-1811,부산 금정구 금강로 271,143,http://place.map.kakao.com/26964454,35.2322201550071,129.085159626478,,,,,,,
한솥도시락 부산대점,음식점 > 도시락 > 한솥도시락,051-513-0685,부산 금정구 부산대학로64번길 10,92,http://place.map.kakao.com/18248866,35.2319653366209,129.084467766505,,,,,,,
탭일레븐,"음식점 > 술집 > 호프,요리주점",070-4791-2529,부산 금정구 부산대학로49번길 8,221,http://place.map.kakao.com/371440467,35.2310129686118,129.085348380828,,,,,,,
골목,"음식점 > 술집 > 호프,요리주점",010-5055-7421,부산 금정구 부산대학로50번길 3-4,211,http://place.map.kakao.com/1556598458,35.2316801446726,129.085747666855,,,,,,,
봉구스밥버거 부산대점,음식점 > 한식 > 주먹밥 > 봉구스밥버거,051-512-5122,부산 금정구 수림로81번길 63,512,http://place.map.kakao.com/19511372,35.2370149181146,129.083656804576,,,,,,,
라디오헤드,"음식점 > 술집 > 호프,요리주점",,부산 금정구 금강로 279-1,180,http://place.map.kakao.com/20150145,35.23301013234906,129.08544014931212,,,,,,,
나니,음식점 > 패스트푸드 > 샌드위치,051-515-8965,부산 금정구 금강로279번길 40,176,http://place.map.kakao.com/1422427151,35.233980079747,129.083748304479,,,,,,,
노프247,음식점 > 술집 > 칵테일바,,부산 금정구 금강로279번길 3,159,http://place.map.kakao.com/1334871336,35.2329744539042,129.085209689091,,,,,,,
역전할머니맥주 부산대점,"음식점 > 술집 > 호프,요리주점 > 역전할머니맥주",051-514-1982,부산 금정구 부산대학로50번길 9,219,http://place.map.kakao.com/616722706,35.2318215394174,129.085909441771,,,,,,,
베뜨빌,음식점 > 술집 > 와인바,051-518-4599,부산 금정구 금정로 102-1,370,http://place.map.kakao.com/15230685,35.2337035178837,129.087350306891,,,,,,,
투게더,음식점 > 술집,0507-1466-1613,부산 금정구 부산대학로50번길 5,224,http://place.map.kakao.com/433332203,35.23164165435444,129.08588945916375,,,,,,,
백석,음식점 > 술집 > 칵테일바,010-4077-2606,부산 금정구 부산대학로38번길 23-1,323,http://place.map.kakao.com/867165438,35.23229041920127,129.08714715206426,,,,,,,
쏘쏘사라다,"음식점 > 간식 > 제과,베이커리",,부산 금정구 장전로12번길 19,551,http://place.map.kakao.com/427586385,35.228741253703234,129.08769539940187,,,,,,,
쉼표,음식점 > 술집 > 칵테일바,,부산 금정구 금정로91번길 3,277,http://place.map.kakao.com/298853805,35.23277094077928,129.0866125083546,,,,,,,
조선대패 부산대점,"음식점 > 한식 > 육류,고기 > 삼겹살",0507-1435-4750,부산 금정구 장전로 42,359,http://place.map.kakao.com/299790803,35.2292195143699,129.084364556159,,,,,,,
정성을다한갈비찜 부산대점,"음식점 > 한식 > 육류,고기 > 갈비",010-2652-6260,부산 금정구 금강로279번길 3,167,http://place.map.kakao.com/947134693,35.233104778816504,129.08522950017323,,,,,,,
선진축산,"음식점 > 한식 > 육류,고기",051-518-3636,부산 금정구 금강로 278,188,http://place.map.kakao.com/1166463474,35.2327528850083,129.08562137334,,,,,,,
한끼닭칼국수 부산대점,"음식점 > 한식 > 육류,고기 > 닭요리",051-581-8885,부산 금정구 금강로 269,149,http://place.map.kakao.com/971746728,35.2320736469589,129.085189923201,,,,,,,
미미엔 부산점,"음식점 > 한식 > 육류,고기",051-997-5123,부산 금정구 금강로 272,170,http://place.map.kakao.com/1615615350,35.2322077268545,129.085462438944,,,,,,,
수림로족발,"음식점 > 한식 > 육류,고기 > 족발,보쌈",051-518-7501,부산 금정구 금강로291번길 14,251,http://place.map.kakao.com/1177918733,35.23432708846701,129.08505211125225,,,,,,,
평화김해뒷고기 부산대점,"음식점 > 한식 > 육류,고기",070-4143-9527,부산 금정구 금강로 251-1,227,http://place.map.kakao.com/580335104,35.2305798636314,129.08475300963,,,,,,,
대패왕,"음식점 > 한식 > 육류,고기 > 삼겹살",051-984-6060,부산 금정구 금정로91번길 14,243,http://place.map.kakao.com/2094692709,35.2330282668514,129.086165498412,,,,,,,
따띠삼겹 부산대점,"음식점 > 한식 > 육류,고기 > 삼겹살 > 따띠삼겹",051-583-1823,부산 금정구 금강로 276,179,http://place.map.kakao.com/88217003,35.23260183152784,129.08554941066117,,,,,,,
드랍더미트,"음식점 > 한식 > 육류,고기 > 삼겹살",010-5873-4443,부산 금정구 수림로85번길 64,526,http://place.map.kakao.com/1095572207,35.23710700156678,129.08291446844683,,,,,,,
똥다리불닭발,"음식점 > 한식 > 육류,고기 > 닭요리",051-512-7994,부산 금정구 금강로 286,234,http://place.map.kakao.com/64564380,35.233503300215055,129.0857921562063,,,,,,,
유가네닭갈비 부산대점,"음식점 > 한식 > 육류,고기 > 닭요리 > 유가네닭갈비",051-514-7573,부산 금정구 금정로 59-5,346,http://place.map.kakao.com/1873433587,35.2299254907885,129.08591140998,,,,,,,
소장수,"음식점 > 한식 > 육류,고기",051-951-9292,부산 금정구 금강로 308,433,http://place.map.kakao.com/1477268146,35.2355825299857,129.086350643191,,,,,,,
조선한우 부산본점,"음식점 > 한식 > 육류,고기",051-714-1310,부산 금정구 장전로 41,401,http://place.map.kakao.com/604489550,35.2288701272792,129.084558793635,,,,,,,
백양숯불갈비,"음식점 > 한식 > 육류,고기 > 갈비 > 백양숯불갈비",,부산 금정구 부산대학로50번길 8,246,http://place.map.kakao.com/1282582414,35.2316212769376,129.086130561421,,,,,,,
족발이다 부산대점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",051-582-2925,부산 금정구 금강로 285-2,227,http://place.map.kakao.com/2079656913,35.2336538884718,129.085577447103,,,,,,,
오늘김해뒷고기 부산대점,"음식점 > 한식 > 육류,고기",051-917-5551,부산 금정구 부산대학로50번길 39,257,http://place.map.kakao.com/19533296,35.233127125382744,129.08628554977935,,,,,,,
고기랑한방울,"음식점 > 한식 > 육류,고기",,부산 금정구 금강로 274-3,188,http://place.map.kakao.com/20438653,35.2324565306812,129.085666503605,,,,,,,
아리랑찜닭,"음식점 > 한식 > 육류,고기 > 닭요리",,부산 금정구 부산대학로 60,139,http://place.map.kakao.com/101215025,35.2316855052899,129.084861482237,,,,,,,
효원우곱,"음식점 > 한식 > 육류,고기 > 곱창,막창",,부산 금정구 부산대학로50번길 12,243,http://place.map.kakao.com/681653468,35.2318312952956,129.086179871947,,,,,,,
연막창 부산대점,"음식점 > 한식 > 육류,고기 > 곱창,막창",051-513-8798,부산 금정구 부산대학로50번길 33,242,http://place.map.kakao.com/1250344330,35.2328039155748,129.086215765913,,,,,,,
이시봉족발보쌈 금정점,"음식점 > 한식 > 육류,고기 > 족발,보쌈",051-583-2578,부산 금정구 금강로 293,286,http://place.map.kakao.com/25134201,35.234275136800996,129.08576579231934,,,,,,,
부소담 숯불폭립등갈비,"음식점 > 한식 > 육류,고기 > 갈비",051-911-5850,부산 금정구 부산대학로50번길 44,285,http://place.map.kakao.com/2097265069,35.233233090002,129.086568333757,,,,,,,
유가솜씨 부산대본점,"음식점 > 한식 > 육류,고기 > 닭요리",051-514-7572,부산 금정구 금강로 248-7,288,http://place.map.kakao.com/994830402,35.23020650169793,129.08529259053068,,,,,,,
낙양,"음식점 > 한식 > 육류,고기",,부산 금정구 장전온천천로83번길 14,426,http://place.map.kakao.com/2040657089,35.232692875434054,129.08826455643515,,,,,,,
삼백집 부산대NC점,음식점 > 한식 > 국밥 > 삼백집,051-509-7226,부산 금정구 부산대학로63번길 2,27,http://place.map.kakao.com/283956692,35.2323501093815,129.083893316762,,,,,,,
동동국밥 부산대점,음식점 > 한식 > 국밥 > 동동국밥,0507-1382-6351,부산 금정구 금강로 260,201,http://place.map.kakao.com/133432260,35.2311345920854,129.085193341433,,,,,,,
전주콩나물국밥전문점,음식점 > 한식 > 국밥,051-582-7318,부산 금정구 부산대학로64번길 12-7,125,http://place.map.kakao.com/11481409,35.2320119669576,129.084899492171,,,,,,,
수라국밥 부산대점,음식점 > 한식 > 국밥,051-581-7779,부산 금정구 금정로 57-1,363,http://place.map.kakao.com/932955619,35.2298008312349,129.086033420307,,,,,,,
온정돼지국밥,음식점 > 한식 > 국밥,,부산 금정구 금강로 272,167,http://place.map.kakao.com/265546186,35.2322416790356,129.085427064333,,,,,,,
보글보글국밥,음식점 > 한식 > 국밥,051-514-2608,부산 금정구 금강로 256-5,226,http://place.map.kakao.com/21387471,35.230909181626444,129.0853050874041,,,,,,,
맛선생온정국밥 NC부산대아침점심저녁,음식점 > 한식 > 국밥,0502-5552-6457,부산 금정구 금강로 272,171,http://place.map.kakao.com/337220085,35.2321932201961,129.085467559014,,,,,,,
가마실돼지국밥,음식점 > 한식 > 국밥,051-914-5119,부산 금정구 금정로52번길 47,594,http://place.map.kakao.com/1208138390,35.22896876944071,129.0886105851271,,,,,,,
진경가마솥돼지국밥,음식점 > 한식 > 국밥,051-513-9330,부산 금정구 장전온천천로 57,547,http://place.map.kakao.com/878999120,35.230064130031444,129.08889676284517,,,,,,,
허기식당,음식점 > 한식,051-518-6365,부산 금정구 금강로321번길 48,515,http://place.map.kakao.com/21430709,35.237033496830634,129.08393846132617,,,,,,,
큰맘할매순대국 부산대정문점,음식점 > 한식 > 순대 > 큰맘할매순대국,051-936-0210,부산 금정구 금강로 271-6,133,http://place.map.kakao.com/1130455711,35.2325400117108,129.085057984276,,,,,,,
꼭지네 부산대점,음식점 > 술집 > 실내포장마차,0502-5553-5183,부산 금정구 부산대학로50번길 7-4,202,http://place.map.kakao.com/1646728584,35.2318670729867,129.085724996002,,,,,,,
홍두깨수타손칼국수,음식점 > 한식 > 국수 > 칼국수,,부산 금정구 장전로 35-1,433,http://place.map.kakao.com/16346601,35.2286616751853,129.084993858523,,,,,,,
홍두깨칼국수&갈비탕,음식점 > 한식 > 국수 > 칼국수,,부산 금정구 장전로 35-1,435,http://place.map.kakao.com/847786666,35.228651729093,129.084995800466,,,,,,,
한날한시,"음식점 > 술집 > 호프,요리주점",051-925-1212,부산 금정구 부산대학로50번길 21,219,http://place.map.kakao.com/1421159908,35.2323209178458,129.08600570096,,,,,,,
몽월,"음식점 > 술집 > 호프,요리주점",,부산 금정구 금정로91번길 20,222,http://place.map.kakao.com/1625087868,35.2330943065416,129.085889317137,,,,,,,
심취,"음식점 > 술집 > 호프,요리주점",010-6203-1345,부산 금정구 부산대학로50번길 44,284,http://place.map.kakao.com/1465467512,35.233257940345446,129.0865382175945,,,,,,,
몽크,"음식점 > 술집 > 호프,요리주점",051-517-5298,부산 금정구 금정로 90-1,316,http://place.map.kakao.com/1366185503,35.2325928601736,129.087062644294,,,,,,,
로스코 펍,음식점 > 술집,051-583-0709,부산 금정구 부산대학로64번길 40,146,http://place.map.kakao.com/1269838268,35.233215717212,129.08485781559557,,,,,,,
밀실,음식점 > 술집 > 칵테일바,0502-5552-3479,부산 금정구 부산대학로38번길 32,367,http://place.map.kakao.com/1561787348,35.2325993008867,129.087629534268,,,,,,,
온달포차,음식점 > 술집 > 실내포장마차,,부산 금정구 부산대학로63번길 46-4,285,http://place.map.kakao.com/21582501,35.2298347583696,129.0838553266,,,,,,,
미광,"음식점 > 술집 > 호프,요리주점",,부산 금정구 부산대학로50번길 8,245,http://place.map.kakao.com/1338317926,35.2316160617642,129.086119444956,,,,,,,
오라,음식점 > 술집 > 일본식주점,,부산 금정구 부산대학로50번길 28,249,http://place.map.kakao.com/15766171,35.23257484445911,129.08633071222764,,,,,,,
천탁,음식점 > 술집,,부산 금정구 부산대학로50번길 12,244,http://place.map.kakao.com/16462818,35.2317844184526,129.086180867947,,,,,,,
퍼멘타하우스,음식점 > 술집,051-517-7354,부산 금정구 부산대학로50번길 37,251,http://place.map.kakao.com/1467437299,35.23299955964895,129.08626251272386,,,,,,,
우리집,"음식점 > 술집 > 호프,요리주점",,부산 금정구 부산대학로50번길 12,240,http://place.map.kakao.com/866422839,35.231838917719,129.086155904698,,,,,,,
거누광장,"음식점 > 술집 > 호프,요리주점",,부산 금정구 부산대학로50번길 13,219,http://place.map.kakao.com/644175830,35.2319721083401,129.085957229426,,,,,,,
혜자동,"음식점 > 술집 > 호프,요리주점",010-5571-1903,부산 금정구 금정로91번길 14-1,242,http://place.map.kakao.com/1821867799,35.2330975378015,129.086120045249,,,,,,,
단골,"음식점 > 술집 > 호프,요리주점",0507-1318-3285,부산 금정구 부산대학로50번길 14,242,http://place.map.kakao.com/1397222173,35.2320197902251,129.086223139997,,,,,,,
만병통취,음식점 > 술집,0502-5553-9279,부산 금정구 부산대학로50번길 3-6,200,http://place.map.kakao.com/1882519275,35.23170114201841,129.08562739233798,,,,,,,
항아리,"음식점 > 술집 > 호프,요리주점",,부산 금정구 부산대학로49번길 22,288,http://place.map.kakao.com/16726496,35.230346383479,129.085542184808,,,,,,,
러프앤그레이트위크니,음식점 > 술집,,부산 금정구 부산대학로50번길 43-1,256,http://place.map.kakao.com/277494286,35.2333326634511,129.086176589785,,,,,,,
한라맥주 부산대점,"음식점 > 술집 > 호프,요리주점",,부산 금정구 부산대학로50번길 5,224,http://place.map.kakao.com/199613405,35.23164165440035,129.08588945917592,,,,,,,
몰타,음식점 > 술집 > 칵테일바,,부산 금정구 부산대학로50번길 44,285,http://place.map.kakao.com/1752101991,35.23323397186445,129.0865694546724,,,,,,,
톰스캐빈,음식점 > 술집 > 칵테일바,,부산 금정구 부산대학로50번길 15,207,http://place.map.kakao.com/868021560,35.2321109149313,129.085850954339,,,,,,,
커뮨33,"음식점 > 술집 > 호프,요리주점",,부산 금정구 부산대학로49번길 10,254,http://place.map.kakao.com/191910726,35.2308666235669,129.085682904935,,,,,,,
빨간코사람들 부산대본점,음식점 > 술집,010-8327-7435,부산 금정구 부산대학로50번길 8,246,http://place.map.kakao.com/1595891581,35.23162127693758,129.08613056142096,,,,,,,
부산청춘,"음식점 > 술집 > 호프,요리주점",051-583-0608,부산 금정구 금강로 272-1,172,http://place.map.kakao.com/758930206,35.232365747914415,129.08549613891435,,,,,,,
하이바 부산대점,음식점 > 술집,,부산 금정구 부산대학로50번길 20,244,http://place.map.kakao.com/99274225,35.2322261108235,129.086277847831,,,,,,,
온달집 부산대점,음식점 > 술집 > 실내포장마차,0507-1387-0760,부산 금정구 부산대학로50번길 13,225,http://place.map.kakao.com/1684860836,35.23196033402768,129.08601294097588,,,,,,,
더블린데이,음식점 > 술집,,부산 금정구 금강로 247-7,249,http://place.map.kakao.com/230831127,35.230234421978295,129.0843520854496,,,,,,,
레드보틀,음식점 > 술집 > 칵테일바,,부산 금정구 금정로91번길 3,275,http://place.map.kakao.com/14746706,35.2327649006394,129.086596977339,,,,,,,
테판야끼도리 하츠코이,음식점 > 술집 > 일본식주점,051-791-0039,부산 금정구 부산대학로38번길 14,353,http://place.map.kakao.com/1572936143,35.2318907777061,129.087433451359,,,,,,,
하나요이,음식점 > 술집 > 일본식주점,,부산 금정구 부산대학로49번길 18,281,http://place.map.kakao.com/1352242002,35.2304925737999,129.085634887995,,,,,,,
교작 부산대점,"음식점 > 술집 > 호프,요리주점",,부산 금정구 부산대학로50번길 23,229,http://place.map.kakao.com/835250926,35.2324740297807,129.086115059228,,,,,,,
버거킹 부산대점,음식점 > 패스트푸드 > 버거킹,070-7462-6769,부산 금정구 금정로 66,347,http://place.map.kakao.com/1324562101,35.23048103825084,129.0866175495212,,,,,,,
4242샌드위치 본점,음식점 > 패스트푸드 > 샌드위치,0507-2085-3863,부산 금정구 금강로321번길 30,528,http://place.map.kakao.com/825767971,35.2370443281801,129.08487893881508,,,,,,,
맘스터치 부산대점,음식점 > 패스트푸드 > 맘스터치,051-515-0516,부산 금정구 부산대학로63번길 34,251,http://place.map.kakao.com/21354099,35.2301540645315,129.083942570442,,,,,,,
롯데리아 부산대점,음식점 > 패스트푸드 > 롯데리아,051-515-5153,부산 금정구 부산대학로 39,344,http://place.map.kakao.com/1429662112,35.2310599554052,129.087013483436,,,,,,,
모어샌드위치 부산대점,음식점 > 패스트푸드 > 샌드위치,070-7657-8419,부산 금정구 금강로 255-6,177,http://place.map.kakao.com/251750117,35.2310536728219,129.084659700631,,,,,,,
맘스터치 NC백화점부산대점,음식점 > 패스트푸드 > 맘스터치,051-515-5838,부산 금정구 부산대학로63번길 2,54,http://place.map.kakao.com/1351900695,35.2321408807399,129.084112016842,,,,,,,
지미존스 부산대점,음식점 > 패스트푸드 > 샌드위치,051-518-0777,부산 금정구 부산대학로 29,435,http://place.map.kakao.com/1711755657,35.230584321045484,129.08783928261366,,,,,,,
